"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G55008700125063","550870125063","55","5"
"G55008700126021","550870126021","33","2"
"G55008700126022","550870126022","31","2"
"G55008700126023","550870126023","35","2"
"G55008700126031","550870126031","35","2"
"G55008700126032","550870126032","36","2"
"G55008700126033","550870126033","38","2"
"G55008700126041","550870126041","39","2"
"G55008700126042","550870126042","58","5"
"G55008700126043","550870126043","38","2"
"G55008700127001","550870127001","53","4"
"G55008700127002","550870127002","52","4"
"G55008700127003","550870127003","56","5"
"G55008700127004","550870127004","63","6"
"G55008700128001","550870128001","53","4"
"G55008700128002","550870128002","55","5"
"G55008700128003","550870128003","51","4"
"G55008700128004","550870128004","66","7"
"G55008700128005","550870128005","44","3"
"G55008700129021","550870129021","34","2"
"G55008700129022","550870129022","36","2"
"G55008700129031","550870129031","51","4"
"G55008700129032","550870129032","45","3"
"G55008700129041","550870129041","35","2"
"G55008700129042","550870129042","36","2"
"G55008700131001","550870131001","52","4"
"G55008700131002","550870131002","68","7"
"G55008700131003","550870131003","68","7"
"G55008700131004","550870131004","45","3"
"G55008700132001","550870132001","61","6"
"G55008700132002","550870132002","58","5"
"G55008700132003","550870132003","55","5"
"G55008700133001","550870133001","35","2"
"G55008700133002","550870133002","35","2"
"G55008700133003","550870133003","38","2"
"G55008700133004","550870133004","28","1"
"G55008709400001","550879400001","67","7"
"G55008709400002","550879400002","64","6"
"G55008709400003","550879400003","53","4"
"G55008906101011","550896101011","42","3"
"G55008906101012","550896101012","53","4"
"G55008906101013","550896101013","42","3"
"G55008906101021","550896101021","46","3"
"G55008906101022","550896101022","50","4"
"G55008906201001","550896201001","33","2"
"G55008906201002","550896201002","49","4"
"G55008906201003","550896201003","53","4"
"G55008906201004","550896201004","73","8"
"G55008906301001","550896301001","55","5"
"G55008906301002","550896301002","59","5"
"G55008906302011","550896302011","53","4"
"G55008906302012","550896302012","45","3"
"G55008906302013","550896302013","45","3"
"G55008906302014","550896302014","60","5"
"G55008906302021","550896302021","29","1"
"G55008906302022","550896302022","54","5"
"G55008906302023","550896302023","41","3"
"G55008906401011","550896401011","63","6"
"G55008906401012","550896401012","48","4"
"G55008906401021","550896401021","52","4"
"G55008906401022","550896401022","50","4"
"G55008906401023","550896401023","37","2"
"G55008906402011","550896402011","24","1"
"G55008906402012","550896402012","18","1"
"G55008906402021","550896402021","32","2"
"G55008906402022","550896402022","30","1"
"G55008906402023","550896402023","35","2"
"G55008906402024","550896402024","29","1"
"G55008906402025","550896402025","33","2"
"G55008906501021","550896501021","46","3"
"G55008906501022","550896501022","35","2"
"G55008906501031","550896501031","50","4"
"G55008906501041","550896501041","31","2"
"G55008906501042","550896501042","44","3"
"G55008906501043","550896501043","26","1"
"G55008906502001","550896502001","38","2"
"G55008906502002","550896502002","49","4"
"G55008906502003","550896502003","23","1"
"G55008906502004","550896502004","23","1"
"G55008906503001","550896503001","20","1"
"G55008906503002","550896503002","31","2"
"G55008906503003","550896503003","24","1"
"G55008906503004","550896503004","21","1"
"G55008906601001","550896601001","31","2"
"G55008906601002","550896601002","40","2"
"G55008906601003","550896601003","61","6"
"G55008906602011","550896602011","6","1"
"G55008906602012","550896602012","17","1"
"G55008906602013","550896602013","27","1"
"G55008906602021","550896602021","36","2"
"G55008906602022","550896602022","GQ","GQ"
"G55008906602023","550896602023","15","1"
"G55008906603011","550896603011","26","1"
"G55008906603012","550896603012","21","1"
"G55008906603013","550896603013","19","1"
"G55008906603014","550896603014","19","1"
"G55008906603031","550896603031","27","1"
"G55008906603032","550896603032","31","2"
"G55008906603033","550896603033","17","1"
"G55008906603034","550896603034","14","1"
"G55008906603041","550896603041","8","1"
"G55008906603042","550896603042","12","1"
"G55008909900000","550899900000","PH","PH"
"G55009109501001","550919501001","58","5"
"G55009109501002","550919501002","77","8"
"G55009109501003","550919501003","78","8"
"G55009109502001","550919502001","66","7"
"G55009109502002","550919502002","59","5"
"G55009109502003","550919502003","47","3"
"G55009109502004","550919502004","68","7"
"G55009309601001","550939601001","62","6"
"G55009309601002","550939601002","65","6"
"G55009309601003","550939601003","76","8"
"G55009309602001","550939602001","39","2"
"G55009309602002","550939602002","39","2"
"G55009309602003","550939602003","40","2"
"G55009309603001","550939603001","44","3"
"G55009309603002","550939603002","54","5"
"G55009309603003","550939603003","GQ","GQ"
"G55009309604001","550939604001","61","6"
"G55009309604002","550939604002","69","7"
"G55009309604003","550939604003","40","2"
"G55009309604004","550939604004","37","2"
"G55009309605001","550939605001","25","1"
"G55009309605002","550939605002","65","6"
"G55009309605003","550939605003","24","1"
"G55009309605004","550939605004","49","4"
"G55009309605005","550939605005","32","2"
"G55009309606001","550939606001","55","5"
"G55009309606002","550939606002","29","1"
"G55009309606003","550939606003","44","3"
"G55009309607001","550939607001","49","4"
"G55009309607002","550939607002","61","6"
"G55009309607003","550939607003","42","3"
"G55009309608001","550939608001","51","4"
"G55009309608002","550939608002","41","3"
"G55009309608003","550939608003","47","3"
"G55009309608004","550939608004","65","6"
"G55009509601001","550959601001","81","9"
"G55009509601002","550959601002","71","7"
"G55009509601003","550959601003","59","5"
"G55009509602001","550959602001","58","5"
"G55009509602002","550959602002","75","8"
"G55009509602003","550959602003","65","6"
"G55009509602004","550959602004","61","6"
"G55009509603011","550959603011","45","3"
"G55009509603021","550959603021","47","3"
"G55009509603022","550959603022","72","8"
"G55009509603031","550959603031","54","5"
"G55009509605001","550959605001","55","5"
"G55009509605002","550959605002","50","4"
"G55009509605003","550959605003","57","5"
"G55009509606001","550959606001","59","5"
"G55009509606002","550959606002","36","2"
"G55009509606003","550959606003","52","4"
"G55009509607011","550959607011","59","5"
"G55009509607012","550959607012","81","9"
"G55009509607021","550959607021","57","5"
"G55009509608001","550959608001","61","6"
"G55009509608002","550959608002","41","3"
"G55009509608003","550959608003","64","6"
"G55009509608004","550959608004","44","3"
"G55009509609011","550959609011","44","3"
"G55009509609012","550959609012","38","2"
"G55009509609021","550959609021","41","3"
"G55009509609022","550959609022","42","3"
"G55009509610001","550959610001","69","7"
"G55009509610002","550959610002","66","7"
"G55009509610003","550959610003","66","7"
"G55009509610004","550959610004","47","3"
"G55009509611001","550959611001","59","5"
"G55009509611002","550959611002","59","5"
"G55009509611003","550959611003","61","6"
"G55009709601001","550979601001","69","7"
"G55009709601002","550979601002","57","5"
"G55009709601003","550979601003","37","2"
"G55009709601004","550979601004","47","3"
"G55009709602001","550979602001","52","4"
"G55009709602002","550979602002","41","3"
"G55009709602003","550979602003","65","6"
"G55009709602004","550979602004","40","2"
"G55009709603001","550979603001","90","10"
"G55009709603002","550979603002","88","10"
"G55009709603003","550979603003","86","9"
"G55009709603004","550979603004","88","10"
"G55009709604001","550979604001","85","9"
"G55009709604002","550979604002","73","8"
"G55009709604003","550979604003","84","9"
"G55009709604004","550979604004","63","6"
"G55009709604005","550979604005","GQ","GQ"
"G55009709605001","550979605001","52","4"
"G55009709605002","550979605002","52","4"
"G55009709605003","550979605003","46","3"
"G55009709606001","550979606001","45","3"
"G55009709606002","550979606002","48","4"
"G55009709606003","550979606003","53","4"
"G55009709606004","550979606004","46","3"
"G55009709607011","550979607011","51","4"
"G55009709607012","550979607012","54","5"
"G55009709607013","550979607013","53","4"
"G55009709607021","550979607021","57","5"
"G55009709607022","550979607022","52","4"
"G55009709608001","550979608001","48","4"
"G55009709608002","550979608002","67","7"
"G55009709608003","550979608003","58","5"
"G55009709608004","550979608004","79","9"
"G55009709609001","550979609001","76","8"
"G55009709609002","550979609002","80","9"
"G55009709609003","550979609003","80","9"
"G55009709609004","550979609004","82","9"
"G55009709610001","550979610001","86","9"
"G55009709610002","550979610002","80","9"
"G55009709611011","550979611011","50","4"
"G55009709611012","550979611012","55","5"
"G55009709611021","550979611021","99","10"
"G55009709611022","550979611022","66","7"
"G55009709611023","550979611023","63","6"
"G55009709612001","550979612001","59","5"
"G55009709612002","550979612002","62","6"
"G55009709612003","550979612003","60","5"
"G55009709612004","550979612004","54","5"
"G55009709613001","550979613001","50","4"
"G55009709613002","550979613002","53","4"
"G55009709613003","550979613003","74","8"
"G55009709613004","550979613004","61","6"
"G55009909701001","550999701001","63","6"
"G55009909701002","550999701002","68","7"
"G55009909701003","550999701003","67","7"
"G55009909702001","550999702001","85","9"
"G55009909702002","550999702002","96","10"
"G55009909702003","550999702003","92","10"
"G55009909704001","550999704001","63","6"
"G55009909704002","550999704002","65","6"
"G55009909705001","550999705001","80","9"
"G55009909705002","550999705002","90","10"
"G55009909705003","550999705003","78","8"
"G55009909706001","550999706001","71","7"
"G55009909706002","550999706002","71","7"
"G55009909706003","550999706003","71","7"
"G55009909707001","550999707001","89","10"
"G55009909707002","550999707002","83","9"
"G55009909707003","550999707003","91","10"
"G55010100002001","551010002001","84","9"
"G55010100002002","551010002002","GQ","GQ"
"G55010100002003","551010002003","84","9"
"G55010100002004","551010002004","84","9"
"G55010100002005","551010002005","84","9"
"G55010100002006","551010002006","84","9"
"G55010100002007","551010002007","84","9"
"G55010100004001","551010004001","96","10"
"G55010100004002","551010004002","96","10"
"G55010100004003","551010004003","94","10"
"G55010100004004","551010004004","99","10"
"G55010100005001","551010005001","97","10"
"G55010100005002","551010005002","97","10"
"G55010100005003","551010005003","97","10"
"G55010100005004","551010005004","97","10"
"G55010100005005","551010005005","97","10"
"G55010100005006","551010005006","97","10"
"G55010100006001","551010006001","80","9"
"G55010100006002","551010006002","78","8"
"G55010100006003","551010006003","81","9"
"G55010100006004","551010006004","78","8"
"G55010100006005","551010006005","82","9"
"G55010100006006","551010006006","77","8"
"G55010100007001","551010007001","89","10"
"G55010100007002","551010007002","68","7"
"G55010100007003","551010007003","76","8"
"G55010100007004","551010007004","82","9"
"G55010100007005","551010007005","92","10"
"G55010100007006","551010007006","73","8"
"G55010100008001","551010008001","69","7"
